"","band_num","date","SPECIES","COORDINATES"
"366","686-13992",1997-07-05,"GADW","52.08333 -106.08333"
"367","686-13993",1997-07-05,"GADW","52.08333 -106.08333"
"368","686-13994",1997-07-05,"GADW","52.08333 -106.08333"
"369","686-13995",1997-07-07,"GADW","52.08333 -106.08333"
"370","686-13997",1997-07-07,"GADW","52.08333 -106.08333"
"371","686-13998",1997-07-07,"GADW","52.08333 -106.08333"
"372","686-13999",1997-07-08,"GADW","52.08333 -106.08333"
"373","686-14000",1997-07-08,"GADW","52.08333 -106.08333"
"374","896-75163",1992-08-07,"GADW","52.08333 -106.08333"
"375","896-75274",1994-08-10,"GADW","52.08333 -106.08333"
"376","896-75297",1995-07-14,"GADW","52.08333 -106.08333"
"377","896-75344",1995-08-19,"GADW","52.08333 -106.08333"
"378","896-75345",1995-08-23,"GADW","52.08333 -106.08333"
"379","896-75356",1996-06-27,"GADW","52.08333 -106.08333"
"380","896-75359",1996-06-29,"GADW","52.08333 -106.08333"
"381","896-75360",1996-07-01,"GADW","52.08333 -106.08333"
"382","896-75361",1996-07-02,"GADW","52.08333 -106.08333"
"383","896-75362",1996-07-03,"GADW","52.08333 -106.08333"
"384","896-75363",1996-07-03,"GADW","52.08333 -106.08333"
"385","896-75364",1996-07-03,"GADW","52.08333 -106.08333"
"386","896-75366",1996-07-06,"GADW","52.08333 -106.08333"
"387","896-75367",1996-07-08,"GADW","52.08333 -106.08333"
"388","896-75368",1996-07-09,"GADW","52.08333 -106.08333"
"389","896-75373",1996-07-15,"GADW","52.08333 -106.08333"
"390","896-75378",1996-07-29,"GADW","52.08333 -106.08333"
"391","896-75380",1996-08-11,"GADW","52.08333 -106.08333"
"392","896-75381",1996-08-16,"GADW","52.08333 -106.08333"
"393","896-75382",1996-08-19,"GADW","52.08333 -106.08333"
"394","896-75393",1996-08-28,"GADW","52.08333 -106.08333"
"395","896-75432",1998-06-26,"GADW","52.08333 -106.08333"
"396","896-75433",1998-07-02,"GADW","52.08333 -106.08333"
"397","896-75434",1998-07-06,"GADW","52.08333 -106.08333"
"398","896-75435",1998-07-10,"GADW","52.08333 -106.08333"
"399","896-75437",1998-07-13,"GADW","52.08333 -106.08333"
"400","896-75438",1998-07-13,"GADW","52.08333 -106.08333"
"401","896-75440",1998-07-13,"GADW","52.08333 -106.08333"
"402","896-75444",1998-07-16,"GADW","52.08333 -106.08333"
"403","896-75445",1998-07-16,"GADW","52.08333 -106.08333"
"404","1016-61301",1997-07-08,"GADW","52.08333 -106.08333"
"405","1016-61302",1997-07-08,"GADW","52.08333 -106.08333"
"406","1016-61304",1997-07-09,"GADW","52.08333 -106.08333"
"407","1016-61308",1997-07-13,"GADW","52.08333 -106.08333"
"408","1016-61309",1997-07-13,"GADW","52.08333 -106.08333"
"409","1016-61310",1997-07-13,"GADW","52.08333 -106.08333"
"410","1016-61315",1997-07-18,"GADW","52.08333 -106.08333"
"411","1016-61316",1997-07-19,"GADW","52.08333 -106.08333"
"412","1016-61318",1997-07-21,"GADW","52.08333 -106.08333"
"413","1016-61319",1997-07-22,"GADW","52.08333 -106.08333"
"414","1016-61321",1997-07-24,"GADW","52.08333 -106.08333"
"415","1016-61324",1997-07-26,"GADW","52.08333 -106.08333"
"416","1016-61327",1998-06-17,"GADW","52.08333 -106.08333"
"417","1016-61328",1998-06-18,"GADW","52.08333 -106.08333"
"418","1016-61330",1998-06-22,"GADW","52.08333 -106.08333"
"419","1016-61331",1998-06-22,"GADW","52.08333 -106.08333"
"420","1016-61334",1998-06-24,"GADW","52.08333 -106.08333"
"421","1016-61337",1998-06-25,"GADW","52.08333 -106.08333"
"422","1016-61338",1998-06-26,"GADW","52.08333 -106.08333"
"423","1016-61340",1998-06-29,"GADW","52.08333 -106.08333"
"424","1016-61342",1998-07-03,"GADW","52.08333 -106.08333"
"425","1016-61343",1998-07-03,"GADW","52.08333 -106.08333"
"426","1016-61344",1998-07-03,"GADW","52.08333 -106.08333"
"427","1016-61345",1998-07-06,"GADW","52.08333 -106.08333"
"428","1016-61349",1998-07-08,"GADW","52.08333 -106.08333"
"429","1016-61350",1998-07-08,"GADW","52.08333 -106.08333"
"430","1016-61353",1998-07-09,"GADW","52.08333 -106.08333"
"431","1016-61354",1998-07-09,"GADW","52.08333 -106.08333"
"432","1016-61355",1998-07-09,"GADW","52.08333 -106.08333"
"433","1016-61357",1998-07-10,"GADW","52.08333 -106.08333"
"434","1016-61359",1998-07-13,"GADW","52.08333 -106.08333"
"435","1016-61360",1998-07-13,"GADW","52.08333 -106.08333"
"436","1016-61361",1998-07-13,"GADW","52.08333 -106.08333"
"437","1016-61362",1998-07-13,"GADW","52.08333 -106.08333"
"438","1016-61364",1998-07-13,"GADW","52.08333 -106.08333"
"439","1016-61366",1998-07-14,"GADW","52.08333 -106.08333"
"440","1016-61368",1998-07-14,"GADW","52.08333 -106.08333"
"441","1016-61371",1998-07-16,"GADW","52.08333 -106.08333"
"442","1016-61372",1998-07-16,"GADW","52.08333 -106.08333"
"443","1016-61377",1998-07-22,"GADW","52.08333 -106.08333"
"444","1016-61378",1998-07-22,"GADW","52.08333 -106.08333"
"445","1016-61379",1998-07-23,"GADW","52.08333 -106.08333"
"446","1016-72003",1997-07-06,"GADW","52.08333 -106.08333"
"447","1016-72004",1997-07-06,"GADW","52.08333 -106.08333"
"448","1016-72005",1997-07-06,"GADW","52.08333 -106.08333"
"449","1016-72007",1997-07-10,"GADW","52.08333 -106.08333"
"450","1016-72008",1997-07-10,"GADW","52.08333 -106.08333"
"451","1016-72009",1997-07-11,"GADW","52.08333 -106.08333"
"452","1016-72011",1997-07-16,"GADW","52.08333 -106.08333"
"453","1016-72012",1997-07-16,"GADW","52.08333 -106.08333"
"454","596-68118",1989-07-04,"LESC","52.08333 -106.08333"
"455","596-68119",1989-07-05,"LESC","52.08333 -106.08333"
"456","596-68120",1989-07-05,"LESC","52.08333 -106.08333"
"457","596-68121",1989-07-05,"LESC","52.08333 -106.08333"
"458","596-68112",1989-06-16,"LESC","52.08333 -106.08333"
"459","596-68123",1989-07-05,"LESC","52.08333 -106.08333"
"460","596-68124",1989-07-05,"LESC","52.08333 -106.08333"
"461","596-68133",1989-07-19,"LESC","52.08333 -106.08333"
"462","596-68172",1990-06-27,"LESC","52.08333 -106.08333"
"463","596-68173",1990-06-27,"LESC","52.08333 -106.08333"
"464","596-68182",1990-07-05,"LESC","52.08333 -106.08333"
"465","596-68184",1990-07-08,"LESC","52.08333 -106.08333"
"466","596-68185",1990-07-08,"LESC","52.08333 -106.08333"
"467","596-68190",1990-07-16,"LESC","52.08333 -106.08333"
"468","596-68191",1990-07-16,"LESC","52.08333 -106.08333"
"469","596-68192",1990-07-16,"LESC","52.08333 -106.08333"
"470","596-68193",1990-07-17,"LESC","52.08333 -106.08333"
"471","596-68197",1990-07-20,"LESC","52.08333 -106.08333"
"472","896-62827",1990-08-10,"LESC","52.08333 -106.08333"
"473","896-62833",1990-08-15,"LESC","52.08333 -106.08333"
"474","896-62834",1990-08-15,"LESC","52.08333 -106.08333"
"475","896-62835",1990-08-15,"LESC","52.08333 -106.08333"
"476","896-62836",1990-08-15,"LESC","52.08333 -106.08333"
"477","896-62837",1990-08-15,"LESC","52.08333 -106.08333"
"478","896-62844",1990-08-17,"LESC","52.08333 -106.08333"
"479","896-62846",1990-08-20,"LESC","52.25 -106.08333"
"480","896-62864",1990-08-23,"LESC","52.08333 -106.08333"
"481","896-62865",1990-08-23,"LESC","52.08333 -106.08333"
"482","896-62869",1990-08-23,"LESC","52.08333 -106.08333"
"483","896-62872",1990-08-23,"LESC","52.08333 -106.08333"
"484","896-62873",1990-08-23,"LESC","52.08333 -106.08333"
"485","896-62874",1990-08-23,"LESC","52.08333 -106.08333"
"486","896-62877",1990-08-23,"LESC","52.08333 -106.08333"
"487","896-62878",1990-08-23,"LESC","52.08333 -106.08333"
"488","896-62879",1990-08-23,"LESC","52.08333 -106.08333"
"489","896-62882",1990-08-23,"LESC","52.08333 -106.08333"
"490","896-62883",1990-08-23,"LESC","52.08333 -106.08333"
"491","896-62886",1990-08-23,"LESC","52.08333 -106.08333"
"492","896-62899",1991-07-08,"LESC","52.08333 -106.08333"
"493","896-62900",1991-07-11,"LESC","52.08333 -106.08333"
"494","896-75101",1991-07-14,"LESC","52.25 -106.08333"
"495","896-75102",1991-07-14,"LESC","52.25 -106.08333"
"496","896-75103",1991-07-15,"LESC","52.25 -106.08333"
"497","896-75104",1991-07-18,"LESC","52.25 -106.08333"
"498","896-75107",1991-07-22,"LESC","52.25 -106.08333"
"499","896-75129",1991-08-09,"LESC","52.25 -106.08333"
"500","896-75131",1991-08-09,"LESC","52.25 -106.08333"
"501","896-75142",1992-06-22,"LESC","52.25 -106.08333"
"502","896-75151",1992-07-07,"LESC","52.08333 -106.08333"
"503","896-75154",1992-07-09,"LESC","52.08333 -106.08333"
"504","896-75158",1992-07-14,"LESC","52.08333 -106.08333"
"505","896-75160",1992-07-15,"LESC","52.08333 -106.08333"
"506","896-75161",1992-07-23,"LESC","52.08333 -106.08333"
"507","896-75162",1992-07-30,"LESC","52.08333 -106.08333"
"508","896-75175",1992-08-07,"LESC","52.08333 -106.08333"
"509","896-75171",1992-08-07,"LESC","52.08333 -106.08333"
"510","896-75138",1991-09-09,"LESC","52.25 -106.08333"
"511","896-62850",1990-08-23,"LESC","52.08333 -106.08333"
"512","896-62851",1990-08-23,"LESC","52.08333 -106.08333"
"513","896-62852",1990-08-23,"LESC","52.08333 -106.08333"
"514","896-62857",1990-08-23,"LESC","52.08333 -106.08333"
"515","896-62858",1990-08-23,"LESC","52.08333 -106.08333"
"516","896-62859",1990-08-23,"LESC","52.08333 -106.08333"
"517","896-75174",1992-08-07,"LESC","52.08333 -106.08333"
"518","896-75172",1992-08-07,"LESC","52.08333 -106.08333"
"519","896-75176",1992-08-07,"LESC","52.08333 -106.08333"
"520","896-75177",1992-08-07,"LESC","52.08333 -106.08333"
"521","896-75178",1992-08-07,"LESC","52.08333 -106.08333"
"522","896-75179",1992-08-07,"LESC","52.08333 -106.08333"
"523","896-75173",1992-08-07,"LESC","52.08333 -106.08333"
"524","896-75186",1992-09-03,"LESC","52.08333 -106.08333"
"525","896-75187",1992-09-03,"LESC","52.08333 -106.08333"
"526","896-75191",1992-09-03,"LESC","52.08333 -106.08333"
"527","896-75192",1992-09-03,"LESC","52.08333 -106.08333"
"528","896-75194",1992-09-03,"LESC","52.08333 -106.08333"
"529","896-75197",1992-09-03,"LESC","52.08333 -106.08333"
"530","896-75199",1992-09-03,"LESC","52.08333 -106.08333"
"531","896-75200",1992-09-03,"LESC","52.08333 -106.08333"
"532","896-62884",1990-08-23,"LESC","52.08333 -106.08333"
"533","686-13933",1995-07-17,"LESC","52.08333 -106.08333"
"534","686-13990",1997-07-05,"LESC","52.08333 -106.08333"
"535","896-75202",1993-06-16,"LESC","52.08333 -106.08333"
"536","896-75203",1993-06-23,"LESC","52.08333 -106.08333"
"537","1016-61312",1997-07-15,"LESC","52.08333 -106.08333"
"538","1016-61313",1997-07-16,"LESC","52.08333 -106.08333"
"539","1016-61314",1997-07-17,"LESC","52.08333 -106.08333"
"540","1016-61317",1997-07-21,"LESC","52.08333 -106.08333"
"541","1016-61320",1997-07-23,"LESC","52.08333 -106.08333"
"542","1016-61322",1997-07-25,"LESC","52.08333 -106.08333"
"543","1016-61323",1997-07-25,"LESC","52.08333 -106.08333"
"544","1016-61326",1997-08-04,"LESC","52.08333 -106.08333"
"545","1016-61339",1998-06-29,"LESC","52.08333 -106.08333"
"546","1016-61347",1998-07-08,"LESC","52.08333 -106.08333"
"547","1016-61348",1998-07-08,"LESC","52.08333 -106.08333"
"548","1016-61351",1998-07-09,"LESC","52.08333 -106.08333"
"549","1016-61352",1998-07-09,"LESC","52.08333 -106.08333"
"550","1016-61356",1998-07-10,"LESC","52.08333 -106.08333"
"551","1016-61365",1998-07-14,"LESC","52.08333 -106.08333"
"552","1016-61370",1998-07-15,"LESC","52.08333 -106.08333"
"553","1016-61375",1998-07-22,"LESC","52.08333 -106.08333"
"554","1016-61376",1998-07-22,"LESC","52.08333 -106.08333"
"555","1016-61380",1998-07-28,"LESC","52.08333 -106.08333"
"556","1016-61382",1998-07-29,"LESC","52.08333 -106.08333"
"557","1016-72006",1997-07-08,"LESC","52.08333 -106.08333"
"558","896-75205",1993-07-08,"LESC","52.08333 -106.08333"
"559","896-75214",1994-06-27,"LESC","52.08333 -106.08333"
"560","896-75222",1994-07-13,"LESC","52.08333 -106.08333"
"561","896-75223",1994-07-16,"LESC","52.08333 -106.08333"
"562","896-75258",1994-08-05,"LESC","52.08333 -106.08333"
"563","896-75276",1994-08-10,"LESC","52.08333 -106.08333"
"564","896-75298",1995-07-14,"LESC","52.08333 -106.08333"
"565","896-75352",1995-09-01,"LESC","52.08333 -106.08333"
"566","896-75369",1996-07-09,"LESC","52.08333 -106.08333"
"567","896-75371",1991-08-09,"LESC","52.25 -106.08333"
"568","896-75372",1996-07-12,"LESC","52.08333 -106.08333"
"569","896-75374",1996-07-15,"LESC","52.08333 -106.08333"
"570","896-75375",1996-07-15,"LESC","52.08333 -106.08333"
"571","896-75376",1996-07-16,"LESC","52.08333 -106.08333"
"572","896-75377",1996-07-18,"LESC","52.08333 -106.08333"
"573","896-75388",1996-08-28,"LESC","52.08333 -106.08333"
"574","896-75436",1998-07-10,"LESC","52.08333 -106.08333"
"575","896-75439",1998-07-13,"LESC","52.08333 -106.08333"
"576","896-75442",1998-07-15,"LESC","52.08333 -106.08333"
"577","896-75456",1998-08-27,"LESC","52.08333 -106.08333"
"578","896-75461",1998-08-27,"LESC","52.08333 -106.08333"
"579","896-75464",1998-08-27,"LESC","52.08333 -106.08333"
"580","896-75465",1998-08-27,"LESC","52.08333 -106.08333"
"581","896-75468",1998-08-27,"LESC","52.08333 -106.08333"
"582","896-75473",1998-09-14,"LESC","52.08333 -106.08333"
"583","896-75472",1998-09-14,"LESC","52.08333 -106.08333"
"584","1016-61383",1998-08-27,"LESC","52.08333 -106.08333"
"585","1016-61389",1998-08-27,"LESC","52.08333 -106.08333"
"586","1016-61392",1998-08-27,"LESC","52.08333 -106.08333"
"587","1016-61395",1998-08-27,"LESC","52.08333 -106.08333"
"588","1016-72013",1998-08-27,"LESC","52.08333 -106.08333"
"589","1016-72014",1998-08-27,"LESC","52.08333 -106.08333"
"590","1016-72016",1998-08-27,"LESC","52.08333 -106.08333"
"591","1016-72018",1998-08-27,"LESC","52.08333 -106.08333"
"592","1016-72020",1998-08-27,"LESC","52.08333 -106.08333"
"593","1016-72026",1998-08-27,"LESC","52.08333 -106.08333"
"594","1016-72031",1998-08-27,"LESC","52.08333 -106.08333"
"595","1056-37108",1999-06-30,"LESC","52.25 -106.08333"
"596","1056-37113",1999-07-03,"LESC","52.25 -106.08333"
"597","1056-37116",1999-07-05,"LESC","52.25 -106.08333"
"598","1056-37124",1999-07-12,"LESC","52.25 -106.08333"
"599","1056-37126",1999-07-14,"LESC","52.25 -106.08333"
"600","1056-37138",1999-08-30,"LESC","52.25 -106.08333"
"601","1056-37159",2000-07-10,"LESC","52.25 -106.08333"
"602","1056-37157",2000-07-05,"LESC","52.25 -106.08333"
"603","1056-37171",2000-07-25,"LESC","52.25 -106.08333"
"604","1447-40124",1986-08-26,"MALL","52.08333 -106.08333"
"605","1467-52310",1992-05-27,"MALL","52.25 -106.08333"
"606","1467-52311",1992-05-29,"MALL","52.25 -106.08333"
"607","1467-52314",1992-06-20,"MALL","52.25 -106.08333"
"608","1467-52316",1992-06-24,"MALL","52.25 -106.08333"
"609","1467-52317",1992-07-03,"MALL","52.25 -106.08333"
"610","1467-52321",1992-07-10,"MALL","52.25 -106.08333"
"611","1467-52322",1992-07-10,"MALL","52.25 -106.08333"
"612","1107-16302",1992-06-01,"MALL","52.25 -106.08333"
"613","1107-16303",1992-06-07,"MALL","52.25 -106.08333"
"614","1107-16304",1992-06-24,"MALL","52.25 -106.08333"
"615","1107-16305",1992-06-26,"MALL","52.25 -106.08333"
"616","1107-16306",1992-07-03,"MALL","52.25 -106.08333"
"617","1107-16307",1992-07-03,"MALL","52.25 -106.08333"
"618","1107-16308",1992-07-06,"MALL","52.25 -106.08333"
"619","1107-16309",1992-07-13,"MALL","52.25 -106.08333"
"620","1107-16312",1992-08-18,"MALL","52.25 -106.08333"
"621","1107-16320",1993-06-10,"MALL","52.08333 -106.08333"
"622","1107-16321",1993-07-08,"MALL","52.08333 -106.08333"
"623","1107-16322",1993-07-13,"MALL","52.08333 -106.08333"
"624","1107-16323",1994-05-24,"MALL","52.08333 -106.08333"
"625","1107-16324",1994-05-26,"MALL","52.08333 -106.08333"
"626","1107-16325",1994-05-26,"MALL","52.08333 -106.08333"
"627","1107-16326",1994-06-03,"MALL","52.08333 -106.08333"
"628","1107-16327",1994-06-10,"MALL","52.08333 -106.08333"
"629","1107-16328",1994-06-21,"MALL","52.08333 -106.08333"
"630","1107-16329",1994-06-22,"MALL","52.08333 -106.08333"
"631","1107-16330",1994-07-07,"MALL","52.08333 -106.08333"
"632","1107-16331",1994-07-09,"MALL","52.08333 -106.08333"
"633","1107-16333",1994-07-15,"MALL","52.08333 -106.08333"
"634","1107-16334",1994-07-11,"MALL","52.08333 -106.08333"
"635","1107-16335",1994-07-20,"MALL","50.41667 -104.41667"
"636","1107-16336",1994-07-20,"MALL","52.08333 -106.08333"
"637","1107-16338",1994-07-27,"MALL","52.08333 -106.08333"
"638","1107-16341",1994-07-29,"MALL","52.08333 -106.08333"
"639","1107-16342",1994-07-29,"MALL","52.08333 -106.08333"
"640","1107-16345",1994-08-04,"MALL","52.08333 -106.08333"
"641","1107-16346",1994-08-04,"MALL","52.08333 -106.08333"
"642","1107-16365",1994-08-20,"MALL","52.08333 -106.08333"
"643","1107-16382",1994-08-26,"MALL","52.08333 -106.08333"
"644","1107-16388",1995-06-02,"MALL","52.08333 -106.08333"
"645","1107-16389",1995-05-29,"MALL","52.08333 -106.08333"
"646","1107-16390",1995-06-01,"MALL","52.08333 -106.08333"
"647","1107-16391",1995-06-01,"MALL","52.08333 -106.08333"
"648","1107-16392",1995-06-04,"MALL","52.08333 -106.08333"
"649","1107-16393",1995-06-17,"MALL","52.08333 -106.08333"
"650","1107-16394",1995-06-18,"MALL","52.08333 -106.08333"
"651","1107-16395",1995-06-19,"MALL","52.08333 -106.08333"
"652","1107-16396",1995-06-20,"MALL","52.08333 -106.08333"
"653","1107-16397",1995-06-21,"MALL","52.08333 -106.08333"
"654","1107-16398",1995-06-21,"MALL","52.08333 -106.08333"
"655","1107-16399",1995-06-22,"MALL","52.08333 -106.08333"
"656","1107-16400",1995-06-28,"MALL","52.08333 -106.08333"
"657","1107-16401",1995-07-03,"MALL","52.08333 -106.08333"
"658","1107-16402",1995-05-27,"MALL","52.08333 -106.08333"
"659","1107-16403",1995-07-06,"MALL","52.08333 -106.08333"
"660","1107-16404",1995-07-06,"MALL","52.08333 -106.08333"
"661","1107-16405",1995-07-07,"MALL","52.08333 -106.08333"
"662","1107-16406",1995-07-07,"MALL","52.08333 -106.08333"
"663","1107-16407",1995-07-07,"MALL","52.08333 -106.08333"
"664","1107-16408",1995-07-11,"MALL","52.08333 -106.08333"
"665","1107-16409",1995-07-22,"MALL","52.08333 -106.08333"
"666","1107-16417",1995-07-31,"MALL","52.08333 -106.08333"
"667","1107-16419",1995-07-31,"MALL","52.08333 -106.08333"
"668","1107-16423",1995-08-03,"MALL","52.08333 -106.08333"
"669","1107-16424",1995-08-04,"MALL","52.08333 -106.08333"
"670","1107-16426",1995-08-06,"MALL","52.08333 -106.08333"
"671","1107-16427",1995-08-06,"MALL","52.08333 -106.08333"
"672","1107-16428",1995-08-06,"MALL","52.08333 -106.08333"
"673","1107-16441",1995-08-12,"MALL","52.08333 -106.08333"
"674","1107-16442",1995-08-13,"MALL","52.08333 -106.08333"
"675","1107-16443",1995-08-14,"MALL","52.08333 -106.08333"
"676","1107-16457",1995-08-17,"MALL","52.08333 -106.08333"
"677","1107-16458",1995-08-29,"MALL","52.08333 -106.08333"
"678","1107-16460",1996-05-24,"MALL","52.08333 -106.08333"
"679","1107-16461",1996-05-31,"MALL","52.08333 -106.08333"
"680","1107-16462",1996-06-03,"MALL","52.08333 -106.08333"
"681","1107-16463",1996-06-04,"MALL","52.08333 -106.08333"
"682","1107-16466",1996-06-06,"MALL","52.08333 -106.08333"
"683","1107-16467",1996-06-07,"MALL","52.08333 -106.08333"
"684","1107-16468",1996-06-08,"MALL","52.08333 -106.08333"
"685","1107-16469",1996-06-10,"MALL","52.08333 -106.08333"
"686","1107-16470",1996-06-10,"MALL","52.08333 -106.08333"
"687","1107-16471",1996-06-13,"MALL","52.08333 -106.08333"
"688","1107-16472",1996-06-12,"MALL","52.08333 -106.08333"
"689","1107-16473",1996-06-16,"MALL","52.08333 -106.08333"
"690","1107-16474",1996-06-16,"MALL","52.08333 -106.08333"
"691","1107-16475",1996-06-16,"MALL","52.08333 -106.08333"
"692","1107-16476",1996-06-16,"MALL","52.08333 -106.08333"
"693","1107-16477",1996-06-17,"MALL","52.08333 -106.08333"
"694","1107-16478",1996-06-17,"MALL","52.08333 -106.08333"
"695","1107-16479",1996-06-17,"MALL","52.08333 -106.08333"
"696","1107-16480",1996-06-20,"MALL","52.08333 -106.08333"
"697","1107-16481",1996-06-21,"MALL","52.08333 -106.08333"
"698","1107-16482",1996-06-26,"MALL","52.08333 -106.08333"
"699","1107-16483",1996-06-28,"MALL","52.08333 -106.08333"
"700","1107-16484",1996-06-29,"MALL","52.08333 -106.08333"
"701","1107-16485",1996-06-29,"MALL","52.08333 -106.08333"
"702","1107-16486",1996-06-30,"MALL","52.08333 -106.08333"
"703","1107-16487",1996-07-05,"MALL","52.08333 -106.08333"
"704","1107-16488",1996-07-05,"MALL","52.08333 -106.08333"
"705","1107-16489",1996-07-06,"MALL","52.08333 -106.08333"
"706","1107-16491",1996-07-11,"MALL","52.08333 -106.08333"
"707","1107-16492",1996-07-11,"MALL","52.08333 -106.08333"
"708","1107-16493",1996-07-11,"MALL","52.08333 -106.08333"
"709","1107-16494",1996-07-12,"MALL","52.08333 -106.08333"
"710","1107-16495",1996-07-17,"MALL","52.08333 -106.08333"
"711","1107-16496",1996-07-18,"MALL","52.08333 -106.08333"
"712","1107-16497",1996-07-18,"MALL","52.08333 -106.08333"
"713","1107-16498",1996-07-19,"MALL","52.08333 -106.08333"
"714","1107-16499",1996-07-21,"MALL","52.08333 -106.08333"
"715","1107-16500",1996-07-25,"MALL","52.08333 -106.08333"
"716","1467-52327",1996-06-12,"MALL","52.08333 -106.08333"
"717","1467-52328",1996-06-13,"MALL","52.08333 -106.08333"
"718","1467-52329",1996-06-14,"MALL","52.08333 -106.08333"
"719","1467-52330",1996-06-14,"MALL","52.08333 -106.08333"
"720","1467-52331",1996-06-15,"MALL","52.08333 -106.08333"
"721","1467-52332",1996-06-18,"MALL","52.08333 -106.08333"
"722","1467-52333",1996-06-26,"MALL","52.08333 -106.08333"
"723","1467-52334",1996-06-27,"MALL","52.08333 -106.08333"
"724","1467-52335",1996-07-01,"MALL","52.08333 -106.08333"
