"","band_num","SPECIES","DATE","COORDINATES"
"829","2367-85886","MALL","7/12/1997","52.08333 -106.08333"
"830","2367-85887","MALL","7/15/1997","52.08333 -106.08333"
"831","2367-85888","MALL","7/15/1997","52.08333 -106.08333"
"832","2367-85889","MALL","7/17/1997","52.08333 -106.08333"
"833","2367-85890","MALL","7/18/1997","52.08333 -106.08333"
"834","2367-85891","MALL","7/20/1997","52.08333 -106.08333"
"835","2367-85892","MALL","7/21/1997","52.08333 -106.08333"
"836","2367-85893","MALL","7/22/1997","52.08333 -106.08333"
"837","2367-85894","MALL","7/22/1997","52.08333 -106.08333"
"838","2367-85895","MALL","7/24/1997","52.08333 -106.08333"
"839","2367-85896","MALL","7/24/1997","52.08333 -106.08333"
"840","2367-85897","MALL","8/6/1997","52.08333 -106.08333"
"841","2367-85898","MALL","5/26/1998","52.08333 -106.08333"
"842","2367-85900","MALL","6/23/1998","52.08333 -106.08333"
"843","1467-52365","MALL","5/25/1998","52.08333 -106.08333"
"844","1467-52366","MALL","6/11/1998","52.08333 -106.08333"
"845","1467-52367","MALL","6/12/1998","52.08333 -106.08333"
"846","1467-52368","MALL","6/15/1998","52.08333 -106.08333"
"847","1467-52369","MALL","6/16/1998","52.08333 -106.08333"
"848","1467-52370","MALL","6/18/1998","52.08333 -106.08333"
"849","1467-52371","MALL","6/22/1998","52.08333 -106.08333"
"850","1467-52372","MALL","6/24/1998","52.08333 -106.08333"
"851","1467-52373","MALL","6/24/1998","52.08333 -106.08333"
"852","1467-52374","MALL","6/24/1998","52.08333 -106.08333"
"853","1467-52375","MALL","6/24/1998","52.08333 -106.08333"
"854","1467-52376","MALL","6/29/1998","52.08333 -106.08333"
"855","1467-52377","MALL","6/29/1998","52.08333 -106.08333"
"856","1467-52378","MALL","6/30/1998","52.08333 -106.08333"
"857","1467-52379","MALL","6/30/1998","52.08333 -106.08333"
"858","1467-52380","MALL","7/6/1998","52.08333 -106.08333"
"859","1467-52381","MALL","7/6/1998","52.08333 -106.08333"
"860","1467-52382","MALL","7/8/1998","52.08333 -106.08333"
"861","1467-52383","MALL","7/9/1998","52.08333 -106.08333"
"862","1467-52384","MALL","7/9/1998","52.08333 -106.08333"
"863","1467-52385","MALL","7/9/1998","52.08333 -106.08333"
"864","1467-52386","MALL","7/19/1998","52.08333 -106.08333"
"865","2367-85605","MALL","7/6/1998","52.08333 -106.08333"
"866","2367-85606","MALL","7/7/1998","52.08333 -106.08333"
"867","2367-85607","MALL","7/7/1998","52.08333 -106.08333"
"868","2367-85608","MALL","7/7/1998","52.08333 -106.08333"
"869","2367-85609","MALL","7/9/1998","52.08333 -106.08333"
"870","2367-85610","MALL","7/14/1998","52.08333 -106.08333"
"871","2367-85611","MALL","7/15/1998","52.08333 -106.08333"
"872","2367-85731","","",""
"873","2367-85732","","",""
"874","2437-54001","MALL","6/2/1999","52.25 -106.08333"
"875","2437-54002","MALL","6/3/1999","52.25 -106.08333"
"876","2437-54003","MALL","6/22/1999","52.25 -106.08333"
"877","2437-54004","MALL","6/23/1999","52.25 -106.08333"
"878","2437-54005","MALL","6/23/1999","52.25 -106.08333"
"879","2437-54006","MALL","6/23/1999","52.25 -106.08333"
"880","2437-54007","MALL","6/24/1999","52.25 -106.08333"
"881","2437-54008","MALL","6/24/1999","52.25 -106.08333"
"882","2437-54009","MALL","6/28/1999","52.25 -106.08333"
"883","2437-54010","MALL","7/3/1999","52.25 -106.08333"
"884","2437-54011","MALL","7/5/1999","52.25 -106.08333"
"885","2437-54012","MALL","7/5/1999","52.25 -106.08333"
"886","2437-54013","MALL","7/5/1999","52.25 -106.08333"
"887","2437-54014","MALL","7/5/1999","52.25 -106.08333"
"888","2437-54015","MALL","7/5/1999","52.25 -106.08333"
"889","2437-54016","MALL","7/7/1999","52.25 -106.08333"
"890","2437-54017","MALL","7/9/1999","52.25 -106.08333"
"891","2437-54018","MALL","7/16/1999","52.25 -106.08333"
"892","2437-54019","MALL","7/21/1999","52.25 -106.08333"
"893","2437-54020","MALL","7/21/1999","52.25 -106.08333"
"894","2437-54021","MALL","7/28/1999","52.25 -106.08333"
"895","1617-93801","MALL","5/23/2000","52.25 -106.08333"
"896","1617-93802","MALL","5/26/2000","52.25 -106.08333"
"897","1617-93803","MALL","6/5/2000","52.25 -106.08333"
"898","1617-93804","MALL","6/7/2000","52.25 -106.08333"
"899","1617-93805","MALL","6/12/2000","52.25 -106.08333"
"900","1617-93808","MALL","7/11/2000","52.25 -106.08333"
"901","2437-54023","MALL","6/12/2000","52.25 -106.08333"
"902","1617-93806","MALL","6/28/2000","52.25 -106.08333"
"903","1617-93807","MALL","7/12/2000","52.25 -106.08333"
"904","1617-93809","MALL","7/27/2000","52.25 -106.08333"
"905","1237-28506","MALL","5/5/1982","52.08333 -106.08333"
"906","1237-28514","MALL","5/19/1982","52.08333 -106.08333"
"907","1237-28515","MALL","5/19/1982","52.08333 -106.08333"
"908","1237-28516","MALL","5/19/1982","52.08333 -106.08333"
"909","1237-28517","MALL","5/19/1982","52.08333 -106.08333"
"910","1237-28518","MALL","5/19/1982","52.08333 -106.08333"
"911","1237-28519","MALL","5/19/1982","52.08333 -106.08333"
"912","1237-28520","MALL","5/19/1982","52.08333 -106.08333"
"913","1237-28521","MALL","5/20/1982","52.08333 -106.08333"
"914","1237-28522","MALL","5/20/1982","52.08333 -106.08333"
"915","1237-28526","MALL","5/22/1982","52.08333 -106.08333"
"916","1237-28528","MALL","5/22/1982","52.08333 -106.08333"
"917","1237-28538","MALL","5/25/1982","52.08333 -106.08333"
"918","1237-28554","MALL","5/28/1982","52.08333 -106.08333"
"919","1237-28581","MALL","6/2/1982","52.08333 -106.08333"
"920","1357-20101","MALL","6/7/1982","52.08333 -106.08333"
"921","1357-20110","MALL","6/9/1982","52.08333 -106.08333"
"922","1357-20116","MALL","6/10/1982","52.08333 -106.08333"
"923","1357-20117","MALL","6/10/1982","52.08333 -106.08333"
"924","1357-20118","MALL","6/10/1982","52.08333 -106.08333"
"925","1357-20122","MALL","6/11/1982","52.08333 -106.08333"
"926","1357-20123","MALL","6/11/1982","52.08333 -106.08333"
"927","1357-20125","MALL","6/12/1982","52.08333 -106.08333"
"928","1357-20129","MALL","6/13/1982","52.08333 -106.08333"
"929","1357-20130","MALL","6/13/1982","52.08333 -106.08333"
"930","1357-20132","MALL","6/15/1982","52.08333 -106.08333"
"931","1357-20133","MALL","6/15/1982","52.08333 -106.08333"
"932","1357-20136","MALL","6/17/1982","52.08333 -106.08333"
"933","1357-20139","MALL","6/18/1982","52.08333 -106.08333"
"934","1357-20141","MALL","6/23/1982","52.08333 -106.08333"
"935","1357-20143","MALL","6/29/1982","52.08333 -106.08333"
"936","1357-20145","MALL","7/10/1982","52.08333 -106.08333"
"937","1357-20146","MALL","7/10/1982","52.08333 -106.08333"
"938","1357-20169","MALL","5/3/1983","52.08333 -106.08333"
"939","1357-20175","MALL","5/3/1983","52.08333 -106.08333"
"940","1357-20177","MALL","5/3/1983","52.08333 -106.08333"
"941","1357-20181","MALL","5/4/1983","52.08333 -106.08333"
"942","1357-20197","MALL","5/5/1983","52.08333 -106.08333"
"943","1237-46495","MALL","6/1/1983","52.08333 -106.08333"
"944","1237-46496","MALL","6/1/1983","52.08333 -106.08333"
"945","1167-44221","MALL","6/3/1983","52.08333 -106.08333"
"946","1167-44230","MALL","6/7/1983","52.08333 -106.08333"
"947","1167-44245","MALL","6/8/1983","52.08333 -106.08333"
"948","1167-44258","MALL","6/9/1983","52.08333 -106.08333"
"949","1167-44271","MALL","6/14/1983","52.08333 -106.08333"
"950","1167-44273","MALL","6/14/1983","52.08333 -106.08333"
"951","1167-44293","MALL","7/7/1983","52.08333 -106.08333"
"952","1167-44294","MALL","7/12/1983","52.08333 -106.08333"
"953","1167-44295","MALL","7/13/1983","52.08333 -106.08333"
"954","1167-44296","MALL","7/18/1983","52.08333 -106.08333"
"955","1337-44601","MALL","8/5/1983","52.08333 -106.08333"
"956","1337-44604","MALL","4/14/1984","52.08333 -106.08333"
"957","1337-44610","MALL","4/16/1984","52.08333 -106.08333"
"958","1337-44658","MALL","5/3/1984","52.08333 -106.08333"
"959","1337-44673","MALL","5/9/1984","52.08333 -106.08333"
"960","1337-44685","MALL","5/14/1984","52.08333 -106.08333"
"961","1337-44686","MALL","5/14/1984","52.08333 -106.08333"
"962","1337-44700","MALL","5/22/1984","52.08333 -106.08333"
"963","1337-44728","MALL","5/30/1984","52.08333 -106.08333"
"964","1337-44733","MALL","6/4/1984","52.08333 -106.08333"
"965","1337-44734","MALL","6/4/1984","52.08333 -106.08333"
"966","1337-44746","MALL","6/11/1984","52.08333 -106.08333"
"967","1337-44751","MALL","6/25/1984","52.08333 -106.08333"
"968","1337-44752","MALL","7/11/1984","52.08333 -106.08333"
"969","1337-44755","MALL","7/11/1984","52.08333 -106.08333"
"970","1337-44760","MALL","7/18/1984","52.08333 -106.08333"
"971","1337-44761","MALL","7/18/1984","52.08333 -106.08333"
"972","1337-44762","MALL","7/18/1984","52.08333 -106.08333"
"973","1337-44763","MALL","7/18/1984","52.08333 -106.08333"
"974","1337-44765","MALL","7/24/1984","52.08333 -106.08333"
"975","1337-44770","MALL","7/24/1984","52.08333 -106.08333"
"976","1337-44771","MALL","7/24/1984","52.08333 -106.08333"
"977","1337-44773","MALL","7/24/1984","52.08333 -106.08333"
"978","1337-44774","MALL","8/2/1984","52.08333 -106.08333"
"979","1337-44777","MALL","8/2/1984","52.08333 -106.08333"
"980","1337-44786","MALL","8/8/1984","52.08333 -106.08333"
"981","1337-44787","MALL","8/8/1984","52.08333 -106.08333"
"982","1337-44790","MALL","8/8/1984","52.08333 -106.08333"
"983","1337-44791","MALL","8/8/1984","52.08333 -106.08333"
"984","1337-44796","MALL","8/14/1984","52.08333 -106.08333"
"985","1337-44775","MALL","8/2/1984","52.08333 -106.08333"
"986","1337-44800","MALL","8/17/1984","52.08333 -106.08333"
"987","1337-44805","MALL","8/17/1984","52.08333 -106.08333"
"988","1337-44807","MALL","8/28/1984","52.08333 -106.08333"
"989","1337-44818","MALL","4/30/1985","52.25 -106.08333"
"990","1337-44555","MALL","5/28/1985","52.25 -106.08333"
"991","1337-44566","MALL","6/1/1985","52.25 -106.08333"
"992","1337-44567","MALL","6/6/1985","52.25 -106.08333"
"993","1337-44568","MALL","6/8/1985","52.25 -106.08333"
"994","1337-44569","MALL","6/9/1985","52.25 -106.08333"
"995","1337-44570","MALL","6/9/1985","52.25 -106.08333"
"996","1337-44571","MALL","6/19/1985","52.25 -106.08333"
"997","1337-44572","MALL","6/21/1985","52.25 -106.08333"
"998","1337-44573","MALL","6/21/1985","52.25 -106.08333"
"999","1337-44574","MALL","7/15/1985","52.25 -106.08333"
"1000","1337-44575","MALL","7/15/1985","52.25 -106.08333"
"1001","1337-44580","MALL","8/26/1985","52.25 -106.08333"
"1002","1337-44581","MALL","8/26/1985","52.25 -106.08333"
"1003","1337-44582","MALL","8/26/1985","52.25 -106.08333"
"1004","1337-44584","MALL","8/26/1985","52.25 -106.08333"
"1005","1337-44951 ","MALL","5/27/1986","52.08333 -106.08333"
"1006","1337-44953","MALL","5/29/1986","52.08333 -106.08333"
"1007","1337-44956 ","MALL","5/29/1986","52.08333 -106.08333"
"1008","1337-44957","MALL","5/29/1986","52.08333 -106.08333"
"1009","1337-44975","MALL","6/4/1986","52.08333 -106.08333"
"1010","1337-44980 ","MALL","6/5/1986","52.08333 -106.08333"
"1011","1337-44993","MALL","6/8/1986","52.08333 -106.08333"
"1012","1337-44995","MALL","6/17/1986","52.08333 -106.08333"
"1013","1337-44996","MALL","6/17/1986","52.08333 -106.08333"
"1014","1337-44999","MALL","6/24/1986","52.08333 -106.08333"
"1015","1337-45000","MALL","6/25/1986","52.08333 -106.08333"
"1016","1447-40101","MALL","7/8/1986","52.08333 -106.08333"
"1017","1447-40103","MALL","7/11/1986","52.08333 -106.08333"
"1018","1447-40104","MALL","7/16/1986","52.08333 -106.08333"
"1019","1447-40107","MALL","7/29/1986","52.08333 -106.08333"
"1020","1447-40108","MALL","7/29/1986","52.08333 -106.08333"
"1021","1447-40110","MALL","8/17/1986","52.08333 -106.08333"
"1022","1447-40129 ","MALL","4/18/1987","52.08333 -106.08333"
"1023","1447-40131 ","MALL","4/21/1987","52.08333 -106.08333"
"1024","1447-40145","MALL","4/25/1987","52.08333 -106.08333"
"1025","1447-40148","MALL","4/25/1987","52.08333 -106.08333"
"1026","1447-40164","MALL","5/10/1987","52.08333 -106.08333"
"1027","1447-40160","MALL","5/18/1987","52.08333 -106.08333"
"1028","1447--40183","MALL","5/22/1987","52.08333 -106.08333"
"1029","1447--40184","MALL","5/23/1987","52.08333 -106.08333"
"1030","1447--40191","MALL","5/23/1987","52.08333 -106.08333"
"1031","1447--40192","MALL","5/25/1987","52.08333 -106.08333"
"1032","1447-40180","MALL","6/6/1987","52.08333 -106.08333"
"1033","1447-40201","MALL","6/17/1987","52.08333 -106.08333"
"1034","1447-40202","MALL","6/26/1987","52.08333 -106.08333"
"1035","1447-40203 ","MALL","6/26/1987","52.08333 -106.08333"
"1036","1447-40204","MALL","6/29/1987","52.08333 -106.08333"
"1037","1447-40205","MALL","7/2/1987","52.08333 -106.08333"
"1038","1447-40206 ","MALL","7/3/1987","52.08333 -106.08333"
"1039","1447-40207 ","MALL","7/8/1987","52.08333 -106.08333"
"1040","1447-40208 ","MALL","7/13/1987","52.08333 -106.08333"
"1041","1447-40209 ","MALL","7/13/1987","52.08333 -106.08333"
"1042","1447-40212 ","MALL","7/16/1987","52.08333 -106.08333"
"1043","1447-40218 ","MALL","7/16/1987","52.08333 -106.08333"
"1044","1447-40219","MALL","7/16/1987","52.08333 -106.08333"
"1045","1447-40241","MALL","4/21/1988","52.08333 -106.08333"
"1046","1447-40120","MALL","8/21/1986","52.08333 -106.08333"
"1047","1447-40251","MALL","4/23/1988","52.08333 -106.08333"
"1048","1447-40211","MALL","7/16/1987","52.08333 -106.08333"
"1049","1447-40257","MALL","4/28/1988","52.08333 -106.08333"
"1050","1447-40265","MALL","5/1/1988","52.08333 -106.08333"
"1051","1447-40278","MALL","5/5/1988","52.08333 -106.08333"
"1052","1447-40128","MALL","8/31/1986","52.08333 -106.08333"
"1053","1447-40289","MALL","5/9/1988","52.08333 -106.08333"
"1054","1447-40295","MALL","5/10/1988","52.08333 -106.08333"
"1055","1447-40308","MALL","5/19/1988","52.08333 -106.08333"
"1056","1447-40313","MALL","5/19/1988","52.08333 -106.08333"
"1057","1447-40174","MALL","5/19/1987","52.08333 -106.08333"
"1058","1447-40331","MALL","6/23/1988","52.08333 -106.08333"
"1059","1447-40332","MALL","6/23/1988","52.08333 -106.08333"
"1060","1447-40373","MALL","8/19/1988","52.08333 -106.08333"
"1061","1447-40412","MALL","5/30/1989","52.08333 -106.08333"
"1062","1447-40416","MALL","6/13/1989","52.08333 -106.08333"
"1063","1447-40417","MALL","6/12/1989","52.08333 -106.08333"
"1064","1447-40418","MALL","6/12/1989","52.08333 -106.08333"
"1065","1447-40419","MALL","6/28/1989","52.08333 -106.08333"
"1066","1447-40420","MALL","6/27/1989","52.08333 -106.08333"
"1067","1447-40425","MALL","8/3/1989","52.08333 -106.08333"
"1068","1447-40427","MALL","8/3/1989","52.08333 -106.08333"
"1069","1447-40361","MALL","8/11/1988","52.08333 -106.08333"
"1070","1467-52216","MALL","6/5/1990","52.08333 -106.08333"
"1071","1467-52217","MALL","6/7/1990","52.08333 -106.08333"
"1072","1467-52219","MALL","6/7/1990","52.08333 -106.08333"
"1073","1467-52220","MALL","6/11/1990","52.08333 -106.08333"
"1074","1467-52221","MALL","6/11/1990","52.08333 -106.08333"
"1075","1467-52222","MALL","6/11/1990","52.08333 -106.08333"
"1076","1467-52223","MALL","6/11/1990","52.08333 -106.08333"
"1077","1467-52224","MALL","6/22/1990","52.08333 -106.08333"
"1078","1467-52225 ","MALL","6/25/1990","52.08333 -106.08333"
"1079","1467-52226","MALL","6/27/1990","52.08333 -106.08333"
"1080","1467-52227","MALL","6/28/1990","52.08333 -106.08333"
"1081","1467-52228","MALL","7/2/1990","52.08333 -106.08333"
"1082","1467-52229","MALL","7/13/1990","52.08333 -106.08333"
"1083","1467-52230","MALL","7/14/1990","52.08333 -106.08333"
"1084","1467-52233","MALL","8/2/1990","52.08333 -106.08333"
"1085","1467-52237","MALL","8/3/1990","52.08333 -106.08333"
"1086","1467-52409","MALL","5/6/1991","52.25 -106.08333"
"1087","1467-52472","MALL","6/13/1991","52.25 -106.08333"
"1088","1467-52446","MALL","5/24/1991","52.25 -106.08333"
"1089","1467-52419","MALL","5/10/1991","52.25 -106.08333"
"1090","1467-52465","MALL","6/5/1991","52.25 -106.08333"
"1091","1467-52243","MALL","8/24/1990","52.08333 -106.08333"
"1092","1467-52271","MALL","10/16/1990","52.08333 -106.75"
"1093","1467-52298","MALL","4/26/1991","52.08333 -106.08333"
"1094","1467-52473","MALL","6/14/1991","52.25 -106.08333"
"1095","1467-52476","MALL","7/4/1991","52.25 -106.08333"
"1096","1467-52477","MALL","7/5/1991","52.25 -106.08333"
"1097","1467-52474","MALL","6/17/1991","52.25 -106.08333"
"1098","1467-52475","MALL","6/18/1991","52.25 -106.08333"
"1099","1467-52482","MALL","7/22/1991","52.25 -106.08333"
"1100","1467-52480","MALL","7/18/1991","52.25 -106.08333"
"1101","1467-52478","MALL","7/18/1991","52.25 -106.08333"
"1102","1467-52481","MALL","7/18/1991","52.25 -106.08333"
"1103","686-13981","","6/28/1997","52.08333 -106.08333"
"1104","896-75266","","8/10/1994","52.08333 -106.08333"
"1105","896-75274","","8/10/1994","52.08333 -106.08333"
"1106","896-75299","","7/16/1995","52.08333 -106.08333"
"1107","1107-16336","","7/20/1994","52.08333 -106.08333"
"1108","2367-85881","","7/6/1997","52.08333 -106.08333"
"1109","1107-16329","","6/22/1994","52.08333 -106.08333"
"1110","1467-52311","","5/29/1992","52.25 -106.08333"
"1111","1107-16326","","6/3/1994","52.08333 -106.08333"
"1112",NA,"","",""
"1113","1107-16341","","7/29/1994","52.08333 -106.08333"
"1114","1107-16330","","7/7/1994","52.08333 -106.08333"
"1115","1447-40124","","8/26/1986","52.08333 -106.08333"
"1116","1107-16332","","-",""
"1117","1107-16334","","7/11/1994","52.08333 -106.08333"
"1118","1107-16325","","5/26/1994","52.08333 -106.08333"
"1119","1107-16333","","7/15/1994","52.08333 -106.08333"
"1120","1467-52317","","7/3/1992","52.25 -106.08333"
"1121","1107-16402","","5/27/1995","52.08333 -106.08333"
"1122","1107-16404","","7/6/1995","52.08333 -106.08333"
"1123","1107-16397","","6/21/1995","52.08333 -106.08333"
"1124","1107-16388","","6/2/1995","52.08333 -106.08333"
"1125","1107-16396","","6/20/1995","52.08333 -106.08333"
"1126","1107-16395","","6/19/1995","52.08333 -106.08333"
"1127","1107-16401","","7/3/1995","52.08333 -106.08333"
"1128","1107-16394","","6/18/1995","52.08333 -106.08333"
"1129","","","",""
"1130","Comments:","","",""
"1131","very long page in front, not sure if it's radiotagging or brood observation data","","",""
"1132","a lot of pages similar to very long page ","","",""
"1133","lots of looseleaf papers in pockets in front and in back of binder","","",""
"1134","majority of pages are follow-ups, repeating data in radiotagging section but different data in brood observation section","","",""
"1135","1107-16461","","5/31/1996","52.08333 -106.08333"
"1136","896-75286","","6/23/1995","52.08333 -106.08333"
"1137","1467-52361","","6/25/1996","52.08333 -106.08333"
"1138","1107-16327","","6/10/1994","52.08333 -106.08333"
"1139","1107-16481","","6/21/1996","52.08333 -106.08333"
"1140","1107-16389","","5/29/1995","52.08333 -106.08333"
"1141","896-75208","","6/17/1994","52.08333 -106.08333"
"1142","896-75356","","6/27/1996","52.08333 -106.08333"
"1143","686-13937","","7/9/1996","52.08333 -106.08333"
"1144","896-75364","","7/3/1996","52.08333 -106.08333"
"1145","1107-16458","","8/29/1995","52.08333 -106.08333"
"1146","896-75105","","7/18/1991","52.25 -106.08333"
"1147","896-75359","","6/29/1996","52.08333 -106.08333"
"1148","896-75362","","7/3/1996","52.08333 -106.08333"
"1149","896-75167","","8/7/1992","52.08333 -106.08333"
"1150","896-75361","","7/2/1996","52.08333 -106.08333"
"1151","1107-16484","","6/29/1996","52.08333 -106.08333"
"1152","1467-52336","","7/1/1996","52.08333 -106.08333"
"1153","896-75295","","7/13/1995","52.08333 -106.08333"
"1154","1107-16489","","7/6/1996","52.08333 -106.08333"
"1155","686-13935","","6/26/1996","52.08333 -106.08333"
"1156","896-75363","","7/3/1996","52.08333 -106.08333"
"1157","1107-16408","","7/11/1995","52.08333 -106.08333"
"1158","1107-16338","","7/27/1994","52.08333 -106.08333"
"1159","1467-52337","","7/1/1996","52.08333 -106.08333"
"1160","1467-52339","","7/3/1996","52.08333 -106.08333"
"1161","896-75365","","",""
"1162","1107-16487","","7/5/1996","52.08333 -106.08333"
"1163","896-75367","","7/8/1996","52.08333 -106.08333"
"1164","1107-16462","","6/3/1996","52.08333 -106.08333"
"1165","896-75360","","7/1/1996","52.08333 -106.08333"
"1166","596-68175","","6/30/1990","52.08333 -106.08333"
"1167","896-75226","","7/18/1994","52.08333 -106.08333"
"1168","686-13916","","7/7/1992","52.25 -106.08333"
"1169","896-75293","","7/11/1995","52.08333 -106.08333"
"1170","896-75303","","7/25/1995","52.08333 -106.08333"
"1171","896-75287","","7/5/1995","52.08333 -106.08333"
"1172","896-75288","","7/6/1995","52.08333 -106.08333"
"1173","896-75294","","7/13/1995","52.08333 -106.08333"
"1174","686-13938","","7/10/1996","52.08333 -106.08333"
"1175","686-13941","","7/12/1996","52.08333 -106.08333"
"1176","686-13946","","7/14/1996","52.08333 -106.08333"
"1177","686-13950","","7/18/1996","52.08333 -106.08333"
"1178",NA,"","-",""
"1179","686-13955","","-",""
"1180","896-75293","","7/11/1995","52.08333 -106.08333"
"1181","896-75381","","8/16/1996","52.08333 -106.08333"
"1182","* STILL NEEDS TO BE ENTERED: Binder has some sheets, in different formatting, that are radio tags (maybe for ducklings)","","",""
"1183","686-13983","","7/18/1994","52.08333 -106.08333"
"1184","686-13984","","7/2/1997","52.08333 -106.08333"
"1185","686-13992","","7/5/1997","52.08333 -106.08333"
"1186","686-13994","","7/5/1997","52.08333 -106.08333"
"1187","686-13995","","7/7/1997","52.08333 -106.08333"
"1188","896-75267","","8/10/1994","52.08333 -106.08333"
"1189","896-75368","","7/9/1996","52.08333 -106.08333"
"1190","896-75297","","7/14/1995","52.08333 -106.08333"
"1191","1016-61301","","7/8/1997","52.08333 -106.08333"
"1192","1016-61310","","7/13/1997","52.08333 -106.08333"
"1193","1016-61311","","7/14/1997","52.08333 -106.08333"
"1194","1016-61315","","7/18/1997","52.08333 -106.08333"
"1195","1016-61316","","7/19/1997","52.08333 -106.08333"
"1196","1016-61319","","7/22/1997","52.08333 -106.08333"
"1197","1016-61324","","7/26/1997","52.08333 -106.08333"
"1198","1016-72005","","7/6/1997","52.08333 -106.08333"
"1199","1016-72011","","7/16/1997","52.08333 -106.08333"
"1200","686-13986","","7/3/1997","52.08333 -106.08333"
"1201","686-13987","","7/4/1997","52.08333 -106.08333"
"1202","1016-61318","","7/21/1997","52.08333 -106.08333"
"1203","1016-72003","","7/6/1997","52.08333 -106.08333"
"1204","1107-16499","","7/21/1996","52.08333 -106.08333"
"1205","2367-85874","","6/24/1997","52.08333 -106.08333"
"1206","1467-52342","","7/14/1996","52.08333 -106.08333"
"1207","1467-52357","","7/8/1997","52.08333 -106.08333"
"1208","1467-52363","","7/16/1997","52.08333 -106.08333"
"1209","1467-55363","","see above",""
"1210","1467-52364","","7/16/1997","52.08333 -106.08333"
"1211","2367-85844","","5/28/1997","52.08333 -106.08333"
"1212","2367-85846","","5/30/1997","52.08333 -106.08333"
"1213","2367-85852","","6/2/1997","52.08333 -106.08333"
"1214","2367-85857","","6/5/1997","52.08333 -106.08333"
"1215","2367-85870","","6/22/1997","52.08333 -106.08333"
"1216","2367-85878","","6/27/1997","52.08333 -106.08333"
"1217","2367-85885","","7/12/1997","52.08333 -106.08333"
"1218","2367-85892","","7/21/1997","52.08333 -106.08333"
"1219","2367-85895","","7/24/1997","52.08333 -106.08333"
"1220","2367-85860","","6/7/1997","52.08333 -106.08333"
"1221","2367-85884","","7/11/1997","52.08333 -106.08333"
"1222","1107-16406","","7/7/1995","52.08333 -106.08333"
"1223","2367-85879","","6/30/1997","52.08333 -106.08333"
"1224","2367-85880","","6/30/1997","52.08333 -106.08333"
"1225","1467-52235","","8/2/1990","52.08333 -106.08333"
"1226","1667-55363","","-",""
"1227","1016-75368","","-",""
"1228","1016-61521","","-",""
"1229","896-75373","","7/15/1996","52.08333 -106.08333"
"1230","686-13952","","7/18/1996","52.08333 -106.08333"
"1231","686-13998","","7/7/1997","52.08333 -106.08333"
"1232","686-13991","","7/5/1997","52.08333 -106.08333"
"1233","1107-16470","","6/10/1996","52.08333 -106.08333"
"1234","1107-16490","","-",""
"1235","1107-16496","","7/18/1996","52.08333 -106.08333"
"1236","1107-16497","","7/18/1996","52.08333 -106.08333"
"1237","1467-52310","","5/27/1992","52.25 -106.08333"
"1238","1467-52340","","7/8/1996","52.08333 -106.08333"
"1239","1467-52341","","7/8/1996","52.08333 -106.08333"
"1240","1467-52343","","7/28/1996","52.08333 -106.08333"
"1241","2367-45802","","-",""
